num_events,num_years,num_locations,dist_crews,num_volunteers,duration_hours,weight_lbs,volume_gals,distance_miles,area_acres,plastic_bags,paper_bags,plastic_bottles,glass_bottles,plastic_bottle_caps,metal_cans_caps_tabs,plastic_cups_lids,paper_cups_lids,foam_cups_lids,plastic_takeout_plates,paper_takeout_plates,foam_takeout_plates,utensils,straws,food_waste,food_wrappers,plastic_pcs,paper_pcs,foam_pcs,metal_pcs,glass_pcs,sanitary_items,covid_items,syringes,cigarette_butts,tobacco,fireworks,dog_waste_bag,dog_waste_pile,human_waste,wildlife_waste_trash,sled_pcs,misc,total_items
1914,10,1072,273,11879,3947.76,96567.739,104764.4225,502.05,33437.3245,18576,3191,20122,13286,31339,52601,21517,6923,3173,5948,5513,2587,8698,22900,21110,68190,163885,75361,27366,16696,49457,10389,6446,171,226164,5049,7409,6236,10291,170,474,4920,39593,955751
